customer_id,signup_date,country,plan_type,monthly_price,usage_hours,ticket_count,churned,monthly_revenue,churned_flag,tenure_days,usage_level,support_intensity,revenue_tier
708,2021-12-08,Canada,Basic,70,4.1,2,Yes,70,1,1469,Low,Moderate,High
709,2022-02-01,UK,Basic,70,30.9,2,No,70,0,1414,High,Moderate,High
710,2022-11-30,UK,Premium,40,11.21,1,Yes,40,1,1112,Medium,Moderate,Mid
711,2021-01-19,UK,Basic,40,3.96,1,No,40,0,1792,Low,Moderate,Mid
712,2021-06-26,Canada,Basic,40,12.42,2,No,40,0,1634,Medium,Moderate,Mid
713,2022-09-04,Australia,Basic,70,2.57,0,No,70,0,1199,Low,None,High
714,2022-01-31,Canada,Basic,40,29.54,1,Yes,40,1,1415,High,Moderate,Mid
715,2022-03-21,Australia,Standard,70,6.79,0,Yes,70,1,1366,Medium,None,High
716,2021-08-21,UK,Basic,40,5.28,1,No,40,0,1578,Medium,Moderate,Mid
717,2021-03-17,USA,Standard,20,14.24,0,No,20,0,1735,Medium,None,Low
718,2021-09-22,UK,Basic,20,5.51,0,No,20,0,1546,Medium,None,Low
719,2022-03-31,Australia,Basic,40,11.18,2,Yes,40,1,1356,Medium,Moderate,Mid
720,2023-03-07,Canada,Standard,20,14.45,2,No,20,0,1015,Medium,Moderate,Low
721,2022-12-19,UK,Basic,70,5.46,4,No,70,0,1093,Medium,High,High
722,2023-01-05,Canada,Standard,20,14.15,0,No,20,0,1076,Medium,None,Low
723,2022-01-19,Canada,Basic,20,7.5,2,No,20,0,1427,Medium,Moderate,Low
724,2022-07-18,Canada,Standard,70,11.53,6,Yes,70,1,1247,Medium,High,High
725,2023-05-01,UK,Basic,20,9.81,0,Yes,20,1,960,Medium,None,Low
726,2022-05-21,Canada,Premium,20,21.61,0,No,20,0,1305,High,None,Low
727,2022-01-02,Canada,Basic,40,2.2,0,Yes,40,1,1444,Low,None,Mid
728,2021-05-24,UK,Premium,70,9.47,1,No,70,0,1667,Medium,Moderate,High
729,2023-06-04,Canada,Basic,70,2.94,1,No,70,0,926,Low,Moderate,High
730,2021-03-10,UK,Standard,40,20.26,2,No,40,0,1742,High,Moderate,Mid
731,2021-04-09,Australia,Basic,40,5.64,0,Yes,40,1,1712,Medium,None,Mid
732,2022-01-31,Australia,Premium,20,8.32,0,Yes,20,1,1415,Medium,None,Low
733,2021-01-25,Australia,Basic,20,3.29,2,No,20,0,1786,Low,Moderate,Low
734,2023-06-10,Canada,Basic,20,6.24,1,No,20,0,920,Medium,Moderate,Low
735,2022-04-14,USA,Basic,40,1.91,0,No,40,0,1342,Low,None,Mid
736,2022-04-29,USA,Basic,70,0.72,1,No,70,0,1327,Low,Moderate,High
737,2022-07-19,Canada,Basic,20,11.84,2,No,20,0,1246,Medium,Moderate,Low
738,2021-05-31,USA,Premium,40,6.14,3,No,40,0,1660,Medium,Moderate,Mid
739,2021-05-24,UK,Premium,70,8.62,1,No,70,0,1667,Medium,Moderate,High
740,2022-07-23,USA,Basic,40,7.64,1,No,40,0,1242,Medium,Moderate,Mid
741,2021-02-08,Canada,Premium,20,5.46,0,No,20,0,1772,Medium,None,Low
742,2021-04-19,Canada,Standard,40,12.3,1,No,40,0,1702,Medium,Moderate,Mid
743,2022-11-24,UK,Basic,40,19.14,1,No,40,0,1118,Medium,Moderate,Mid
744,2021-02-11,Australia,Standard,40,3.07,1,No,40,0,1769,Low,Moderate,Mid
745,2021-07-05,Canada,Standard,40,11.1,3,No,40,0,1625,Medium,Moderate,Mid
746,2022-02-02,UK,Premium,70,7.81,1,No,70,0,1413,Medium,Moderate,High
747,2021-08-11,USA,Basic,20,15.26,2,No,20,0,1588,Medium,Moderate,Low
748,2022-09-26,USA,Standard,70,1.67,3,No,70,0,1177,Low,Moderate,High
749,2021-05-13,UK,Basic,40,2.47,2,No,40,0,1678,Low,Moderate,Mid
750,2021-06-12,UK,Basic,40,7.89,2,No,40,0,1648,Medium,Moderate,Mid
751,2021-08-03,Canada,Basic,20,16.02,2,No,20,0,1596,Medium,Moderate,Low
752,2023-01-03,USA,Premium,20,15.55,1,Yes,20,1,1078,Medium,Moderate,Low
753,2021-08-23,UK,Premium,70,12.21,0,No,70,0,1576,Medium,None,High
754,2023-04-23,USA,Standard,70,8.31,2,No,70,0,968,Medium,Moderate,High
755,2022-10-20,UK,Standard,20,9.86,3,Yes,20,1,1153,Medium,Moderate,Low
756,2023-01-21,USA,Basic,70,6.86,2,Yes,70,1,1060,Medium,Moderate,High
757,2022-08-11,Australia,Basic,40,10.86,0,No,40,0,1223,Medium,None,Mid
758,2021-01-09,Canada,Basic,40,9.91,3,Yes,40,1,1802,Medium,Moderate,Mid
759,2021-03-15,USA,Basic,20,11.81,0,No,20,0,1737,Medium,None,Low
760,2022-05-07,Australia,Standard,70,20.0,1,No,70,0,1319,Medium,Moderate,High
761,2021-09-10,USA,Standard,40,1.72,2,Yes,40,1,1558,Low,Moderate,Mid
762,2021-08-18,USA,Basic,20,4.26,1,Yes,20,1,1581,Low,Moderate,Low
763,2022-06-03,Australia,Basic,70,9.11,2,No,70,0,1292,Medium,Moderate,High
764,2021-06-23,USA,Basic,40,9.28,2,Yes,40,1,1637,Medium,Moderate,Mid
765,2022-10-15,USA,Basic,70,7.6,2,No,70,0,1158,Medium,Moderate,High
766,2021-06-17,Canada,Premium,70,7.5,1,Yes,70,1,1643,Medium,Moderate,High
767,2021-06-19,Australia,Standard,70,29.92,3,No,70,0,1641,High,Moderate,High
768,2022-01-28,Australia,Premium,20,11.61,0,Yes,20,1,1418,Medium,None,Low
769,2023-03-06,UK,Basic,40,0.93,1,No,40,0,1016,Low,Moderate,Mid
770,2022-09-26,USA,Basic,20,3.59,2,No,20,0,1177,Low,Moderate,Low
771,2021-07-13,Canada,Basic,40,20.66,3,No,40,0,1617,High,Moderate,Mid
772,2022-06-01,USA,Premium,40,2.23,0,No,40,0,1294,Low,None,Mid
773,2021-01-29,USA,Standard,20,7.22,1,No,20,0,1782,Medium,Moderate,Low
774,2021-06-14,UK,Basic,20,16.06,3,No,20,0,1646,Medium,Moderate,Low
775,2022-02-26,USA,Standard,40,7.23,2,No,40,0,1389,Medium,Moderate,Mid
776,2021-12-05,Canada,Basic,40,15.99,2,No,40,0,1472,Medium,Moderate,Mid
777,2022-10-10,Canada,Standard,40,9.82,0,No,40,0,1163,Medium,None,Mid
778,2022-05-11,UK,Premium,70,10.64,4,No,70,0,1315,Medium,High,High
779,2021-12-31,USA,Standard,40,1.89,2,Yes,40,1,1446,Low,Moderate,Mid
780,2023-04-13,Canada,Standard,20,6.63,2,No,20,0,978,Medium,Moderate,Low
781,2021-12-08,USA,Basic,20,4.23,4,No,20,0,1469,Low,High,Low
782,2022-05-15,USA,Basic,20,10.31,0,No,20,0,1311,Medium,None,Low
783,2022-10-19,USA,Basic,40,28.06,0,No,40,0,1154,High,None,Mid
784,2022-05-26,UK,Basic,40,12.66,3,No,40,0,1300,Medium,Moderate,Mid
785,2021-11-23,USA,Standard,70,15.41,1,Yes,70,1,1484,Medium,Moderate,High
786,2021-08-05,Canada,Standard,70,4.78,3,No,70,0,1594,Low,Moderate,High
787,2021-10-28,USA,Basic,20,13.74,2,No,20,0,1510,Medium,Moderate,Low
788,2021-05-12,Canada,Premium,70,2.11,1,No,70,0,1679,Low,Moderate,High
789,2023-03-15,USA,Basic,70,7.04,1,No,70,0,1007,Medium,Moderate,High
790,2021-03-11,Canada,Basic,20,14.78,0,Yes,20,1,1741,Medium,None,Low
791,2021-09-09,Canada,Basic,40,8.93,0,Yes,40,1,1559,Medium,None,Mid
792,2022-02-19,USA,Basic,70,14.64,1,No,70,0,1396,Medium,Moderate,High
793,2023-02-26,USA,Basic,40,23.86,3,No,40,0,1024,High,Moderate,Mid
794,2022-03-21,Canada,Basic,20,12.28,1,No,20,0,1366,Medium,Moderate,Low
795,2023-05-26,Australia,Basic,20,7.37,0,No,20,0,935,Medium,None,Low
796,2021-07-01,UK,Premium,70,4.76,6,No,70,0,1629,Low,High,High
797,2021-06-16,Australia,Basic,20,5.44,1,Yes,20,1,1644,Medium,Moderate,Low
798,2021-04-01,Australia,Basic,20,7.63,3,Yes,20,1,1720,Medium,Moderate,Low
799,2022-12-15,USA,Basic,20,13.49,0,Yes,20,1,1097,Medium,None,Low
800,2023-05-08,UK,Standard,70,16.94,1,No,70,0,953,Medium,Moderate,High
801,2022-06-15,Australia,Basic,70,3.83,1,No,70,0,1280,Low,Moderate,High
802,2021-02-08,USA,Premium,70,8.0,1,No,70,0,1772,Medium,Moderate,High
803,2021-05-06,Australia,Standard,20,3.51,0,No,20,0,1685,Low,None,Low
804,2022-03-27,Australia,Standard,40,9.94,0,No,40,0,1360,Medium,None,Mid
805,2021-06-22,USA,Standard,20,15.5,5,No,20,0,1638,Medium,High,Low
806,2022-10-15,USA,Basic,70,15.64,1,Yes,70,1,1158,Medium,Moderate,High
807,2023-01-24,USA,Basic,40,4.62,0,No,40,0,1057,Low,None,Mid
808,2021-08-08,UK,Basic,40,4.83,0,No,40,0,1591,Low,None,Mid
809,2022-09-30,Australia,Standard,70,8.17,1,No,70,0,1173,Medium,Moderate,High
810,2021-02-27,USA,Basic,40,7.13,2,No,40,0,1753,Medium,Moderate,Mid
811,2022-10-22,Canada,Basic,40,14.56,2,No,40,0,1151,Medium,Moderate,Mid
812,2022-04-21,Australia,Premium,70,8.35,1,Yes,70,1,1335,Medium,Moderate,High
813,2022-04-01,Canada,Basic,40,10.91,0,Yes,40,1,1355,Medium,None,Mid
814,2023-04-09,UK,Premium,40,8.44,1,Yes,40,1,982,Medium,Moderate,Mid
815,2023-06-14,USA,Standard,70,7.86,0,No,70,0,916,Medium,None,High
816,2021-12-27,Canada,Basic,40,3.31,3,Yes,40,1,1450,Low,Moderate,Mid
817,2021-01-01,UK,Basic,40,7.08,2,No,40,0,1810,Medium,Moderate,Mid
818,2022-01-22,USA,Basic,40,5.52,2,No,40,0,1424,Medium,Moderate,Mid
819,2021-12-14,Canada,Standard,40,30.1,2,Yes,40,1,1463,High,Moderate,Mid
820,2021-07-09,Canada,Standard,70,26.73,0,Yes,70,1,1621,High,None,High
821,2022-05-20,UK,Standard,20,10.57,0,No,20,0,1306,Medium,None,Low
822,2021-07-10,USA,Premium,20,10.52,1,No,20,0,1620,Medium,Moderate,Low
823,2022-05-23,USA,Standard,40,8.24,1,No,40,0,1303,Medium,Moderate,Mid
824,2022-01-04,Canada,Basic,70,8.53,3,No,70,0,1442,Medium,Moderate,High
825,2022-02-13,Canada,Basic,70,11.05,3,No,70,0,1402,Medium,Moderate,High
826,2023-04-04,Canada,Premium,40,17.57,0,No,40,0,987,Medium,None,Mid
827,2021-04-27,USA,Basic,20,19.08,0,Yes,20,1,1694,Medium,None,Low
828,2021-05-14,UK,Basic,40,8.11,0,No,40,0,1677,Medium,None,Mid
829,2021-02-27,UK,Standard,70,18.14,5,Yes,70,1,1753,Medium,High,High
830,2022-07-10,USA,Basic,70,1.92,0,Yes,70,1,1255,Low,None,High
831,2022-11-16,Australia,Premium,20,2.17,4,No,20,0,1126,Low,High,Low
832,2022-11-03,UK,Standard,70,7.95,0,Yes,70,1,1139,Medium,None,High
833,2021-06-22,Canada,Basic,70,3.18,2,No,70,0,1638,Low,Moderate,High
834,2023-04-09,Australia,Premium,70,11.39,1,No,70,0,982,Medium,Moderate,High
835,2023-03-26,Australia,Basic,20,11.82,1,No,20,0,996,Medium,Moderate,Low
836,2021-05-29,UK,Basic,70,3.48,0,Yes,70,1,1662,Low,None,High
837,2021-03-21,Australia,Basic,40,34.38,4,Yes,40,1,1731,High,High,Mid
838,2023-06-05,Australia,Basic,20,19.05,1,No,20,0,925,Medium,Moderate,Low
839,2021-08-01,UK,Basic,40,4.74,1,No,40,0,1598,Low,Moderate,Mid
840,2021-07-22,UK,Basic,40,1.83,0,Yes,40,1,1608,Low,None,Mid
841,2023-02-03,Australia,Basic,20,5.88,2,No,20,0,1047,Medium,Moderate,Low
842,2021-08-17,Canada,Basic,40,11.79,0,Yes,40,1,1582,Medium,None,Mid
843,2022-11-07,USA,Standard,20,6.6,0,No,20,0,1135,Medium,None,Low
844,2021-08-15,Australia,Premium,40,0.63,2,No,40,0,1584,Low,Moderate,Mid
845,2022-10-21,Australia,Basic,20,5.89,0,No,20,0,1152,Medium,None,Low
846,2022-06-16,Canada,Basic,70,25.42,0,No,70,0,1279,High,None,High
847,2022-03-17,Australia,Basic,70,10.78,1,Yes,70,1,1370,Medium,Moderate,High
848,2022-02-06,Australia,Basic,40,3.37,0,Yes,40,1,1409,Low,None,Mid
849,2021-02-16,USA,Standard,70,1.95,0,Yes,70,1,1764,Low,None,High
850,2021-08-21,USA,Standard,20,1.57,0,No,20,0,1578,Low,None,Low
851,2021-11-01,USA,Basic,40,3.14,1,No,40,0,1506,Low,Moderate,Mid
852,2022-06-10,UK,Basic,70,3.56,3,No,70,0,1285,Low,Moderate,High
853,2021-05-23,UK,Basic,70,11.17,0,Yes,70,1,1668,Medium,None,High
854,2022-02-19,USA,Standard,40,34.64,1,No,40,0,1396,High,Moderate,Mid
855,2022-05-28,USA,Basic,70,3.9,1,No,70,0,1298,Low,Moderate,High
856,2022-01-08,UK,Premium,70,15.94,0,No,70,0,1438,Medium,None,High
857,2022-07-20,Canada,Standard,40,31.53,0,No,40,0,1245,High,None,Mid
858,2023-06-05,Australia,Basic,70,2.43,1,Yes,70,1,925,Low,Moderate,High
859,2021-09-16,Australia,Standard,70,16.19,0,No,70,0,1552,Medium,None,High
860,2022-10-18,USA,Premium,70,9.22,0,No,70,0,1155,Medium,None,High
861,2022-04-16,Canada,Standard,70,3.29,2,No,70,0,1340,Low,Moderate,High
862,2021-01-12,UK,Basic,40,5.77,1,No,40,0,1799,Medium,Moderate,Mid
863,2021-11-26,USA,Basic,20,9.74,3,No,20,0,1481,Medium,Moderate,Low
864,2023-01-06,Canada,Premium,20,13.85,0,Yes,20,1,1075,Medium,None,Low
865,2023-02-23,Canada,Standard,70,7.93,1,No,70,0,1027,Medium,Moderate,High
866,2021-12-24,Canada,Standard,70,11.45,1,Yes,70,1,1453,Medium,Moderate,High
867,2022-02-12,UK,Premium,20,20.1,1,No,20,0,1403,High,Moderate,Low
868,2022-10-30,UK,Premium,70,3.3,0,Yes,70,1,1143,Low,None,High
869,2022-01-08,Australia,Premium,20,11.83,1,No,20,0,1438,Medium,Moderate,Low
870,2021-01-08,Australia,Basic,40,3.44,1,Yes,40,1,1803,Low,Moderate,Mid
871,2021-05-02,Canada,Standard,40,14.32,1,No,40,0,1689,Medium,Moderate,Mid
872,2021-12-14,Canada,Standard,40,5.82,1,No,40,0,1463,Medium,Moderate,Mid
873,2022-11-07,UK,Standard,40,13.56,1,No,40,0,1135,Medium,Moderate,Mid
874,2021-03-31,Australia,Standard,40,7.6,1,Yes,40,1,1721,Medium,Moderate,Mid
875,2022-10-10,Canada,Basic,40,5.24,0,No,40,0,1163,Medium,None,Mid
876,2022-11-29,Australia,Standard,20,5.49,1,No,20,0,1113,Medium,Moderate,Low
877,2021-11-12,Australia,Standard,70,0.52,1,No,70,0,1495,Low,Moderate,High
878,2021-06-27,Canada,Basic,20,7.42,2,Yes,20,1,1633,Medium,Moderate,Low
879,2022-06-24,UK,Basic,40,11.49,0,No,40,0,1271,Medium,None,Mid
880,2023-01-02,Canada,Basic,70,16.87,1,No,70,0,1079,Medium,Moderate,High
881,2023-05-19,Canada,Basic,70,18.46,0,Yes,70,1,942,Medium,None,High
882,2021-02-10,Australia,Basic,40,6.75,1,No,40,0,1770,Medium,Moderate,Mid
883,2023-01-10,Canada,Basic,40,18.62,1,No,40,0,1071,Medium,Moderate,Mid
884,2022-12-05,UK,Standard,40,26.48,1,Yes,40,1,1107,High,Moderate,Mid
885,2022-05-17,Canada,Standard,40,2.49,0,No,40,0,1309,Low,None,Mid
886,2021-05-25,UK,Standard,40,5.01,1,No,40,0,1666,Medium,Moderate,Mid
887,2021-07-20,UK,Premium,40,29.65,1,No,40,0,1610,High,Moderate,Mid
888,2022-12-25,Australia,Basic,70,14.78,1,No,70,0,1087,Medium,Moderate,High
889,2022-04-06,USA,Basic,40,6.43,1,No,40,0,1350,Medium,Moderate,Mid
890,2023-01-02,USA,Premium,40,7.57,1,No,40,0,1079,Medium,Moderate,Mid
891,2023-01-22,Australia,Basic,70,15.98,3,Yes,70,1,1059,Medium,Moderate,High
892,2022-07-12,Canada,Premium,20,4.02,2,No,20,0,1253,Low,Moderate,Low
893,2022-07-01,Australia,Premium,40,7.75,3,Yes,40,1,1264,Medium,Moderate,Mid
894,2021-09-10,UK,Standard,70,11.79,3,Yes,70,1,1558,Medium,Moderate,High
895,2022-01-25,USA,Premium,70,10.07,2,No,70,0,1421,Medium,Moderate,High
896,2022-08-17,Australia,Basic,20,10.82,2,Yes,20,1,1217,Medium,Moderate,Low
897,2023-06-02,Canada,Basic,40,1.89,1,No,40,0,928,Low,Moderate,Mid
898,2021-09-13,Australia,Standard,40,10.3,3,No,40,0,1555,Medium,Moderate,Mid
899,2022-12-10,USA,Basic,40,3.93,0,No,40,0,1102,Low,None,Mid
900,2023-03-26,Australia,Premium,70,3.63,1,No,70,0,996,Low,Moderate,High
901,2022-03-26,Australia,Basic,40,18.57,1,No,40,0,1361,Medium,Moderate,Mid
902,2021-01-10,USA,Standard,40,12.34,2,No,40,0,1801,Medium,Moderate,Mid
903,2023-04-04,UK,Standard,40,6.28,3,No,40,0,987,Medium,Moderate,Mid
904,2023-03-09,UK,Standard,40,9.56,2,No,40,0,1013,Medium,Moderate,Mid
905,2021-08-30,USA,Basic,20,11.3,1,No,20,0,1569,Medium,Moderate,Low
906,2021-09-08,Australia,Basic,20,11.14,0,No,20,0,1560,Medium,None,Low
907,2023-05-27,USA,Premium,20,14.1,0,No,20,0,934,Medium,None,Low
908,2021-01-05,UK,Basic,40,18.23,0,No,40,0,1806,Medium,None,Mid
909,2021-04-29,Canada,Premium,40,11.42,1,No,40,0,1692,Medium,Moderate,Mid
910,2023-03-12,Australia,Standard,70,14.24,0,No,70,0,1010,Medium,None,High
911,2022-01-09,UK,Standard,70,1.42,0,No,70,0,1437,Low,None,High
912,2021-03-06,Australia,Standard,70,13.8,0,No,70,0,1746,Medium,None,High
913,2021-05-26,USA,Basic,40,10.36,4,No,40,0,1665,Medium,High,Mid
914,2021-08-12,Canada,Standard,20,14.25,1,No,20,0,1587,Medium,Moderate,Low
915,2021-08-27,USA,Premium,20,7.01,1,No,20,0,1572,Medium,Moderate,Low
916,2021-06-26,Canada,Basic,20,21.16,3,No,20,0,1634,High,Moderate,Low
917,2023-02-18,Australia,Premium,40,2.51,4,No,40,0,1032,Low,High,Mid
918,2023-05-03,Australia,Basic,20,11.92,0,No,20,0,958,Medium,None,Low
919,2021-10-09,USA,Basic,70,11.93,0,No,70,0,1529,Medium,None,High
920,2021-03-04,Canada,Basic,70,5.89,1,No,70,0,1748,Medium,Moderate,High
921,2021-08-05,Canada,Premium,20,5.97,0,No,20,0,1594,Medium,None,Low
922,2023-05-04,Australia,Basic,70,14.7,0,No,70,0,957,Medium,None,High
923,2023-04-07,USA,Premium,20,3.11,1,No,20,0,984,Low,Moderate,Low
924,2023-03-06,Canada,Premium,20,6.89,0,No,20,0,1016,Medium,None,Low
925,2022-11-20,Australia,Basic,70,0.72,1,No,70,0,1122,Low,Moderate,High
926,2022-04-06,UK,Basic,70,7.13,0,No,70,0,1350,Medium,None,High
927,2022-09-02,USA,Standard,70,1.95,3,Yes,70,1,1201,Low,Moderate,High
928,2021-04-15,UK,Basic,70,37.5,3,No,70,0,1706,High,Moderate,High
929,2021-04-09,USA,Standard,20,20.61,0,No,20,0,1712,High,None,Low
930,2022-05-26,Australia,Basic,70,5.08,2,No,70,0,1300,Medium,Moderate,High
931,2022-01-20,Canada,Basic,70,1.99,0,No,70,0,1426,Low,None,High
932,2022-02-09,Canada,Standard,40,11.71,1,Yes,40,1,1406,Medium,Moderate,Mid
933,2023-04-03,Canada,Basic,70,7.2,1,No,70,0,988,Medium,Moderate,High
934,2022-06-02,USA,Basic,70,4.99,1,No,70,0,1293,Low,Moderate,High
935,2022-04-21,Australia,Basic,20,8.38,1,Yes,20,1,1335,Medium,Moderate,Low
936,2022-12-10,UK,Basic,20,7.59,1,No,20,0,1102,Medium,Moderate,Low
937,2023-05-13,Australia,Standard,40,17.25,4,Yes,40,1,948,Medium,High,Mid
938,2022-10-07,UK,Premium,70,4.09,1,No,70,0,1166,Low,Moderate,High
939,2023-05-20,USA,Basic,70,1.33,1,Yes,70,1,941,Low,Moderate,High
940,2023-02-10,USA,Standard,70,15.25,4,Yes,70,1,1040,Medium,High,High
941,2022-03-13,UK,Standard,70,10.34,1,Yes,70,1,1374,Medium,Moderate,High
942,2021-01-23,UK,Basic,70,3.36,3,Yes,70,1,1788,Low,Moderate,High
943,2022-07-19,UK,Basic,70,3.4,0,No,70,0,1246,Low,None,High
944,2022-11-08,Australia,Premium,40,3.26,1,No,40,0,1134,Low,Moderate,Mid
945,2022-12-15,UK,Standard,70,6.9,1,No,70,0,1097,Medium,Moderate,High
946,2022-04-03,USA,Standard,70,29.59,2,Yes,70,1,1353,High,Moderate,High
947,2021-03-24,USA,Standard,70,20.59,0,No,70,0,1728,High,None,High
948,2021-05-25,Canada,Basic,40,5.56,0,No,40,0,1666,Medium,None,Mid
949,2021-03-26,UK,Standard,70,23.54,1,No,70,0,1726,High,Moderate,High
950,2021-03-19,Australia,Standard,40,3.43,2,No,40,0,1733,Low,Moderate,Mid
951,2022-04-02,Australia,Standard,20,6.41,2,No,20,0,1354,Medium,Moderate,Low
952,2023-05-28,Australia,Basic,70,7.2,3,No,70,0,933,Medium,Moderate,High
953,2021-01-01,Canada,Basic,40,34.4,1,No,40,0,1810,High,Moderate,Mid
954,2021-02-20,USA,Basic,20,2.3,2,No,20,0,1760,Low,Moderate,Low
955,2022-11-16,Australia,Premium,40,13.47,1,Yes,40,1,1126,Medium,Moderate,Mid
956,2022-12-18,USA,Basic,40,5.62,3,No,40,0,1094,Medium,Moderate,Mid
957,2023-02-11,Canada,Basic,20,8.09,3,Yes,20,1,1039,Medium,Moderate,Low
958,2022-03-22,UK,Basic,70,3.6,0,No,70,0,1365,Low,None,High
959,2022-03-25,UK,Basic,70,7.5,1,No,70,0,1362,Medium,Moderate,High
960,2023-05-31,UK,Standard,40,19.6,0,Yes,40,1,930,Medium,None,Mid
961,2022-05-03,Australia,Standard,20,0.68,4,Yes,20,1,1323,Low,High,Low
962,2023-03-11,UK,Standard,70,7.98,0,No,70,0,1011,Medium,None,High
963,2021-02-03,Australia,Basic,40,1.18,1,Yes,40,1,1777,Low,Moderate,Mid
964,2021-12-14,Canada,Standard,20,17.62,1,No,20,0,1463,Medium,Moderate,Low
965,2021-04-05,Canada,Basic,40,0.95,0,No,40,0,1716,Low,None,Mid
966,2021-03-13,Australia,Basic,20,3.08,0,No,20,0,1739,Low,None,Low
967,2022-07-05,USA,Basic,70,19.42,3,No,70,0,1260,Medium,Moderate,High
968,2021-06-03,UK,Basic,70,5.9,3,No,70,0,1657,Medium,Moderate,High
969,2021-09-07,UK,Basic,40,6.35,2,No,40,0,1561,Medium,Moderate,Mid
970,2022-11-05,UK,Standard,70,6.86,0,No,70,0,1137,Medium,None,High
971,2022-03-14,Australia,Standard,70,6.99,0,No,70,0,1373,Medium,None,High
972,2021-04-28,Canada,Premium,20,5.16,2,No,20,0,1693,Medium,Moderate,Low
973,2023-02-10,UK,Basic,70,24.47,3,Yes,70,1,1040,High,Moderate,High
974,2023-06-10,Canada,Basic,20,22.45,3,No,20,0,920,High,Moderate,Low
975,2021-11-02,UK,Basic,20,6.42,1,No,20,0,1505,Medium,Moderate,Low
976,2021-09-25,UK,Premium,40,2.12,3,Yes,40,1,1543,Low,Moderate,Mid
977,2021-02-23,Australia,Standard,20,12.34,1,No,20,0,1757,Medium,Moderate,Low
978,2021-08-24,USA,Standard,70,7.76,1,No,70,0,1575,Medium,Moderate,High
979,2022-01-24,Australia,Basic,20,5.82,2,No,20,0,1422,Medium,Moderate,Low
980,2023-01-04,UK,Standard,20,5.65,3,No,20,0,1077,Medium,Moderate,Low
981,2023-02-02,UK,Basic,40,7.16,0,No,40,0,1048,Medium,None,Mid
982,2023-04-05,USA,Standard,70,2.59,0,No,70,0,986,Low,None,High
983,2022-02-05,Canada,Premium,70,4.55,0,No,70,0,1410,Low,None,High
984,2022-09-16,Canada,Premium,70,1.31,1,No,70,0,1187,Low,Moderate,High
985,2023-02-06,UK,Standard,20,12.97,4,No,20,0,1044,Medium,High,Low
986,2021-10-30,Canada,Basic,70,33.82,0,Yes,70,1,1508,High,None,High
987,2021-07-26,UK,Premium,70,36.05,1,No,70,0,1604,High,Moderate,High
988,2021-08-17,USA,Standard,20,10.23,6,No,20,0,1582,Medium,High,Low
989,2023-05-03,USA,Basic,40,4.08,1,No,40,0,958,Low,Moderate,Mid
990,2022-08-01,UK,Basic,40,9.97,2,No,40,0,1233,Medium,Moderate,Mid
991,2021-03-16,USA,Basic,20,25.63,0,No,20,0,1736,High,None,Low
992,2022-03-11,Australia,Basic,40,15.19,2,No,40,0,1376,Medium,Moderate,Mid
993,2021-04-13,Australia,Basic,40,5.9,2,Yes,40,1,1708,Medium,Moderate,Mid
994,2022-02-26,USA,Standard,40,6.16,2,No,40,0,1389,Medium,Moderate,Mid
995,2022-12-05,UK,Basic,70,1.26,3,No,70,0,1107,Low,Moderate,High
996,2023-02-03,UK,Basic,40,11.23,1,Yes,40,1,1047,Medium,Moderate,Mid
997,2023-01-08,USA,Standard,70,17.67,1,No,70,0,1073,Medium,Moderate,High
998,2023-03-17,Canada,Premium,40,7.01,1,No,40,0,1005,Medium,Moderate,Mid
999,2021-11-02,Australia,Standard,70,3.81,1,No,70,0,1505,Low,Moderate,High
1000,2021-04-08,Canada,Basic,20,19.91,0,Yes,20,1,1713,Medium,None,Low
1001,2023-04-30,UK,Premium,20,19.28,1,No,20,0,961,Medium,Moderate,Low
1002,2023-03-09,UK,Premium,40,3.95,0,No,40,0,1013,Low,None,Mid
1003,2021-12-01,Canada,Basic,70,4.06,1,No,70,0,1476,Low,Moderate,High
1004,2023-05-09,USA,Basic,20,17.0,0,No,20,0,952,Medium,None,Low
1005,2022-03-11,Canada,Standard,20,7.11,0,No,20,0,1376,Medium,None,Low
1006,2022-03-23,Canada,Premium,20,7.83,0,Yes,20,1,1364,Medium,None,Low
1007,2021-11-04,Australia,Premium,20,10.67,2,No,20,0,1503,Medium,Moderate,Low
1008,2021-09-06,Australia,Premium,40,9.72,0,No,40,0,1562,Medium,None,Mid
1009,2021-06-15,Canada,Standard,70,2.89,2,No,70,0,1645,Low,Moderate,High
1010,2022-04-26,Canada,Standard,20,3.16,1,Yes,20,1,1330,Low,Moderate,Low
1011,2021-12-01,UK,Basic,40,15.16,0,No,40,0,1476,Medium,None,Mid
1012,2022-06-26,Australia,Basic,20,5.07,1,No,20,0,1269,Medium,Moderate,Low
1013,2023-01-29,Australia,Basic,20,17.76,1,Yes,20,1,1052,Medium,Moderate,Low
1014,2021-04-16,UK,Standard,20,17.62,3,No,20,0,1705,Medium,Moderate,Low
1015,2022-07-17,USA,Standard,20,5.62,0,No,20,0,1248,Medium,None,Low
1016,2021-03-22,Australia,Standard,40,7.9,1,No,40,0,1730,Medium,Moderate,Mid
1017,2021-05-13,Australia,Basic,70,11.94,2,No,70,0,1678,Medium,Moderate,High
1018,2023-03-08,USA,Standard,40,7.97,0,No,40,0,1014,Medium,None,Mid
1019,2023-06-19,Australia,Basic,40,9.02,2,No,40,0,911,Medium,Moderate,Mid
1020,2021-05-18,Australia,Basic,40,15.57,1,No,40,0,1673,Medium,Moderate,Mid
