customer_id,signup_date,country
1110,2021-03-19,Canada
1111,2021-08-04,Australia
1112,2022-01-21,USA
1113,2021-12-31,USA
1114,2022-10-28,USA
1115,2022-06-10,UK
1116,2022-11-30,Canada
1117,2021-11-08,USA
1118,2023-06-02,Australia
1119,2021-01-07,USA
1120,2021-01-03,USA
1121,2022-09-15,Canada
1122,2023-01-20,Canada
1123,2021-12-29,Canada
1124,2023-01-21,UK
1125,2022-05-23,UK
1126,2021-10-01,USA
1127,2022-05-21,Canada
1128,2023-03-17,USA
1129,2023-01-09,Australia
1130,2023-06-02,Australia
1131,2021-01-15,Canada
1132,2021-07-11,Canada
1133,2022-09-23,Australia
1134,2022-04-30,Canada
1135,2021-01-28,UK
1136,2022-12-15,UK
1137,2021-02-08,Canada
1138,2021-09-30,Australia
1139,2021-08-19,USA
1140,2021-03-27,Canada
1141,2022-04-19,Canada
1142,2021-05-06,USA
1143,2023-03-23,Canada
1144,2022-06-21,USA
1145,2021-05-25,Australia
1146,2022-06-09,UK
1147,2021-07-31,Australia
1148,2021-01-25,UK
1149,2022-08-03,USA
1150,2022-01-29,UK
1151,2021-03-08,Australia
1152,2021-08-21,UK
1153,2021-04-19,USA
1154,2021-05-26,UK
1155,2021-04-21,Canada
1156,2021-08-16,Australia
1157,2021-04-21,Canada
1158,2022-04-15,USA
1159,2021-02-03,UK
1160,2022-09-15,Canada
1161,2023-02-15,Canada
1162,2022-01-04,UK
1163,2023-01-18,UK
1164,2022-08-18,Australia
1165,2022-07-08,Canada
1166,2022-03-01,Canada
1167,2022-09-05,USA
1168,2022-06-02,Australia
1169,2022-11-23,USA
1170,2021-10-09,Canada
1171,2021-11-16,USA
1172,2023-01-08,Canada
1173,2022-03-19,Canada
1174,2021-11-11,USA
1175,2023-05-27,USA
1176,2023-01-11,UK
1177,2022-01-12,UK
1178,2021-10-16,UK
1179,2022-03-13,Canada
1180,2022-10-24,USA
1181,2021-10-04,Australia
1182,2022-12-11,Canada
1183,2022-08-05,Australia
1184,2022-05-18,USA
1185,2022-09-16,Canada
1186,2022-05-31,Australia
1187,2021-12-16,Australia
1188,2023-04-23,UK
1189,2022-03-22,UK
1190,2023-04-10,UK
1191,2021-12-16,Canada
1192,2022-08-30,USA
1193,2022-10-26,USA
1194,2023-04-03,UK
1195,2021-05-17,UK
1196,2023-01-29,UK
1197,2023-06-18,Australia
1198,2021-08-31,UK
1199,2022-06-27,Australia
1200,2021-02-09,USA
1201,2021-08-17,Canada
1202,2022-07-02,Canada
1203,2021-08-11,Canada
1204,2021-01-06,Canada
1205,2021-11-18,Australia
1206,2022-04-13,Australia
1207,2023-01-02,UK
1208,2021-03-16,Australia
1209,2021-01-04,UK
1210,2023-04-27,UK
1211,2022-10-08,Canada
1212,2021-04-28,Australia
1213,2023-05-31,Australia
1214,2022-08-29,UK
1215,2022-05-19,UK
1216,2022-07-28,USA
1217,2022-03-17,USA
1218,2021-07-13,UK
1219,2023-04-27,USA
1220,2022-12-16,USA
1221,2022-01-27,UK
1222,2021-01-26,UK
1223,2022-03-11,Australia
1224,2021-06-22,UK
1225,2021-10-27,UK
1226,2022-10-07,Canada
1227,2021-11-22,Australia
1228,2022-02-14,Australia
1229,2021-04-28,Australia
1230,2023-04-16,Canada
1231,2023-02-26,UK
1232,2022-12-25,Australia
1233,2021-08-13,Australia
1234,2022-06-16,USA
1235,2021-04-23,Australia
1236,2021-05-20,UK
1237,2022-07-13,UK
1238,2021-01-01,USA
1239,2021-03-31,Australia
1240,2022-10-16,Australia
1241,2021-11-16,Australia
1242,2022-07-04,Canada
1243,2023-03-16,Australia
1244,2023-06-13,UK
1245,2021-05-19,UK
1246,2022-05-26,Canada
1247,2023-05-18,Canada
1248,2023-04-25,Australia
1249,2021-09-16,USA
1250,2022-11-04,Canada
1251,2022-11-21,Canada
1252,2021-01-10,Australia
1253,2021-09-18,Australia
1254,2022-10-12,Canada
1255,2021-06-21,USA
1256,2023-06-17,Canada
1257,2021-01-13,Australia
1258,2021-06-17,Australia
1259,2022-10-04,Canada
1260,2022-08-19,USA
1261,2021-11-17,Canada
1262,2021-11-15,Canada
1263,2022-09-05,Australia
1264,2021-11-25,USA
1265,2023-02-24,UK
1266,2023-02-16,USA
1267,2022-07-04,Canada
1268,2022-02-23,Canada
1269,2022-08-29,Canada
1270,2021-04-05,USA
1271,2023-03-28,Australia
1272,2022-08-04,Canada
1273,2021-11-14,Canada
1274,2021-08-24,USA
1275,2021-11-30,UK
1276,2023-06-04,UK
1277,2022-01-11,Australia
1278,2022-04-04,Australia
1279,2021-05-17,Canada
1280,2022-08-11,USA
1281,2022-07-01,Canada
1282,2022-05-28,Australia
1283,2021-10-23,USA
1284,2021-11-16,USA
1285,2022-07-26,Australia
1286,2023-04-12,UK
1287,2021-12-15,UK
1288,2023-04-20,USA
1289,2023-02-18,Canada
1290,2023-05-23,UK
1291,2021-08-17,Canada
1292,2021-09-27,UK
1293,2023-04-08,UK
1294,2023-03-09,Canada
1295,2021-10-18,Australia
1296,2022-12-26,UK
1297,2021-06-14,UK
1298,2021-01-05,Canada
1299,2023-05-01,Australia
1300,2022-01-14,UK
1301,2021-03-19,UK
1302,2022-02-14,Australia
1303,2022-07-28,UK
1304,2021-05-12,Australia
1305,2022-08-24,Australia
1306,2023-01-19,Canada
1307,2021-02-11,USA
1308,2021-03-30,Australia
1309,2022-02-06,Canada
1310,2021-10-23,USA
1311,2023-04-20,UK
1312,2021-10-22,USA
1313,2022-09-08,Australia
1314,2022-06-10,Australia
1315,2023-03-11,Australia
1316,2022-11-22,Australia
1317,2022-09-29,Australia
1318,2022-02-26,Canada
1319,2023-05-15,Australia
1320,2021-01-23,Canada
1321,2022-07-29,UK
1322,2021-05-23,Australia
1323,2022-10-27,Australia
1324,2021-05-25,USA
1325,2021-08-13,UK
1326,2022-05-18,Australia
1327,2023-04-01,Australia
1328,2022-09-08,UK
1329,2021-04-14,Canada
1330,2021-02-08,Australia
1331,2021-07-17,USA
1332,2022-10-08,Australia
1333,2022-08-02,USA
1334,2022-01-26,USA
1335,2021-06-28,Australia
1336,2022-07-08,Australia
1337,2022-03-24,USA
1338,2022-05-15,UK
1339,2021-01-15,UK
1340,2022-09-15,Australia
1341,2022-10-31,Canada
1342,2021-10-16,UK
1343,2022-04-23,Australia
1344,2021-08-19,UK
1345,2022-02-24,Canada
1346,2021-06-06,Australia
1347,2022-07-04,Canada
1348,2022-03-17,Australia
1349,2021-04-07,Canada
1350,2022-02-15,UK
1351,2021-10-16,UK
1352,2021-09-11,Canada
1353,2021-07-15,Canada
1354,2022-08-21,Canada
1355,2023-04-14,Australia
1356,2022-06-06,UK
1357,2022-06-01,Australia
1358,2022-09-27,UK
1359,2023-04-22,USA
1360,2023-05-15,Australia
1361,2021-04-28,UK
1362,2023-03-17,UK
1363,2021-06-08,Australia
1364,2023-03-26,Australia
1365,2021-08-16,UK
1366,2023-05-27,Australia
1367,2021-08-04,Canada
1368,2022-11-27,Australia
1369,2021-01-15,Australia
1370,2021-06-06,Australia
1371,2022-10-10,UK
1372,2021-09-18,Canada
1373,2021-06-06,USA
1374,2021-02-16,USA
1375,2021-11-20,Canada
1376,2023-04-24,Canada
1377,2022-11-16,Canada
1378,2021-05-10,UK
1379,2022-02-15,USA
1380,2021-04-05,Canada
1381,2022-09-19,UK
1382,2023-01-25,USA
1383,2021-10-19,Australia
1384,2023-03-05,UK
1385,2023-03-22,USA
1386,2021-10-10,UK
1387,2021-03-10,USA
1388,2022-10-22,USA
1389,2021-01-11,Australia
1390,2021-09-11,UK
1391,2023-04-22,Canada
1392,2023-05-22,Australia
1393,2022-07-04,Australia
1394,2021-05-14,USA
1395,2022-12-13,Canada
1396,2021-01-23,UK
1397,2023-03-26,Canada
1398,2021-12-12,Canada
1399,2021-10-29,Canada
1400,2021-12-29,Canada
1401,2022-01-31,Canada
1402,2021-08-06,USA
1403,2021-05-21,USA
1404,2022-09-08,Australia
1405,2021-07-29,USA
1406,2022-09-15,Australia
1407,2022-09-08,Australia
1408,2023-04-08,UK
1409,2022-11-14,Canada
1410,2022-04-05,USA
1411,2021-12-22,UK
1412,2021-11-20,USA
1413,2021-05-13,Australia
1414,2023-06-07,USA
1415,2023-03-16,Canada
1416,2023-04-20,Australia
1417,2021-05-07,Australia
1418,2021-04-16,UK
1419,2022-08-27,Canada
1420,2023-03-10,Australia
1421,2022-01-13,Canada
1422,2021-02-20,USA
1423,2021-01-29,Canada
1424,2022-04-07,Australia
1425,2021-10-23,UK
1426,2021-10-24,Australia
1427,2022-12-27,Canada
1428,2023-02-18,Canada
1429,2022-02-11,Australia
1430,2023-02-08,Canada
1431,2023-03-25,USA
1432,2022-09-05,Australia
1433,2022-02-09,UK
1434,2021-12-12,Australia
1435,2022-09-14,USA
1436,2022-02-24,USA
1437,2021-07-01,USA
1438,2023-04-05,USA
1439,2021-01-01,USA
1440,2023-04-11,UK
1441,2022-07-21,Canada
1442,2022-01-06,USA
1443,2022-10-23,USA
1444,2022-03-07,Australia
1445,2021-11-05,UK
1446,2021-05-17,UK
1447,2021-07-21,Canada
1448,2022-03-12,UK
1449,2021-11-09,Australia
1450,2021-04-27,Australia
1451,2022-10-28,Canada
1452,2023-03-14,Australia
1453,2022-07-29,USA
1454,2021-09-01,USA
1455,2022-06-21,Australia
1456,2022-08-25,Canada
1457,2021-03-16,UK
1458,2023-03-17,Canada
1459,2022-01-21,UK
1460,2021-07-29,Australia
1461,2022-04-20,Australia
1462,2022-02-22,USA
1463,2021-12-13,UK
1464,2022-06-13,Canada
1465,2022-10-02,Australia
1466,2023-05-26,Canada
1467,2023-02-02,USA
1468,2021-06-28,UK
1469,2021-07-01,UK
1470,2022-10-26,Australia
1471,2021-01-25,UK
1472,2021-06-29,Australia
1473,2022-12-11,USA
1474,2022-05-16,UK
1475,2023-05-06,Australia
1476,2021-06-10,Canada
1477,2021-06-26,Australia
1478,2021-10-12,UK
1479,2021-03-04,USA
1480,2022-10-24,UK
1481,2022-10-28,UK
1482,2021-06-05,Australia
1483,2023-06-01,Canada
1484,2022-04-14,UK
1485,2021-02-18,Canada
1486,2023-04-29,Australia
1487,2021-03-25,Canada
1488,2021-12-27,Australia
1489,2022-11-20,USA
1490,2021-05-28,Canada
1491,2022-09-22,Canada
1492,2021-12-08,USA
1493,2022-04-21,Canada
1494,2021-03-04,USA
1495,2022-12-02,UK
1496,2021-12-26,Australia
1497,2022-07-15,USA
1498,2021-11-23,Canada
1499,2023-02-08,USA
1500,2023-01-06,Canada
1501,2021-05-21,UK
1502,2021-08-03,USA
1503,2022-03-11,UK
1504,2023-06-10,Australia
1505,2022-12-24,Canada
1506,2021-11-14,Canada
1507,2021-02-01,UK
1508,2022-11-01,Australia
1509,2021-10-12,USA
1510,2021-11-01,USA
1511,2022-03-05,Canada
1512,2022-04-22,UK
1513,2021-10-13,UK
1514,2021-05-24,USA
1515,2022-02-28,Australia
1516,2021-01-19,Australia
1517,2021-01-18,USA
1518,2023-02-08,USA
1519,2022-08-13,UK
1520,2022-01-06,Australia
1521,2021-06-24,USA
1522,2021-07-13,USA
1523,2022-05-17,Canada
1524,2021-04-23,USA
1525,2021-04-24,USA
1526,2021-08-10,Australia
1527,2022-11-09,UK
1528,2023-04-11,Australia
1529,2022-10-06,UK
1530,2023-06-16,Canada
1531,2021-09-21,USA
1532,2021-02-24,Canada
1533,2023-05-21,UK
1534,2022-10-05,Australia
1535,2023-03-11,Australia
1536,2023-02-17,Canada
1537,2022-04-03,UK
1538,2023-05-28,Canada
1539,2021-06-11,Canada
1540,2022-01-15,USA
1541,2021-03-28,Canada
1542,2021-02-24,USA
1543,2022-04-21,USA
1544,2023-03-11,Australia
1545,2021-06-27,USA
1546,2022-01-26,USA
1547,2021-12-15,Australia
1548,2021-01-08,Canada
1549,2023-04-13,UK
1550,2021-11-09,UK
1551,2023-01-29,UK
1552,2023-04-15,Canada
1553,2022-03-19,USA
1554,2023-02-06,UK
1555,2021-11-24,Canada
1556,2021-02-23,USA
1557,2023-01-31,Australia
1558,2021-08-27,UK
1559,2021-08-17,USA
1560,2022-08-02,UK
1561,2021-02-20,UK
1562,2022-09-01,UK
1563,2022-08-27,USA
1564,2021-09-21,Canada
1565,2022-02-22,USA
1566,2023-03-14,UK
1567,2021-04-06,USA
1568,2021-03-29,Australia
1569,2021-03-19,Canada
1570,2021-10-15,USA
1571,2021-04-30,Australia
1572,2023-03-25,Canada
1573,2022-05-06,Australia
1574,2022-03-28,Canada
1575,2022-05-15,USA
1576,2021-06-14,Australia
1577,2021-07-01,UK
1578,2022-04-14,Australia
1579,2023-01-05,Canada
1580,2023-04-03,USA
1581,2021-01-07,Canada
1582,2021-11-26,Australia
1583,2023-02-14,Australia
1584,2022-11-04,UK
1585,2021-05-31,USA
1586,2021-03-26,USA
1587,2021-05-27,Australia
1588,2022-09-16,USA
1589,2022-01-16,UK
1590,2022-07-02,Canada
1591,2021-10-12,USA
1592,2022-12-01,Australia
1593,2021-03-23,Canada
1594,2022-05-29,Canada
1595,2023-06-16,UK
1596,2023-03-26,Australia
1597,2022-12-10,USA
1598,2022-06-07,Australia
1599,2023-01-16,Canada
1600,2022-01-21,Australia
1601,2022-12-08,USA
1602,2022-04-16,USA
1603,2021-04-29,UK
1604,2022-01-31,USA
1605,2022-06-16,USA
1606,2021-09-18,Australia
1607,2023-03-16,Australia
1608,2021-09-13,Canada
1609,2023-01-04,UK
1610,2021-08-14,Australia
1611,2021-02-22,USA
1612,2023-05-17,Canada
1613,2022-05-15,Australia
1614,2022-05-21,UK
1615,2023-05-04,UK
1616,2021-12-30,Canada
1617,2021-10-07,Canada
1618,2022-08-16,Canada
1619,2022-12-15,Canada
1620,2021-06-07,Canada
1621,2022-09-24,USA
1622,2021-02-28,USA
1623,2022-12-28,Australia
1624,2021-05-08,UK
1625,2023-01-06,USA
1626,2022-12-22,USA
1627,2023-06-01,USA
1628,2021-04-25,Australia
1629,2021-07-28,Canada
1630,2022-06-10,Australia
1631,2022-06-05,UK
1632,2022-07-06,UK
1633,2021-08-25,UK
1634,2021-10-08,UK
1635,2021-12-25,USA
1636,2021-07-20,USA
1637,2023-01-28,Australia
1638,2021-10-05,Canada
1639,2021-08-23,UK
1640,2022-05-09,Australia
1641,2021-01-04,USA
1642,2022-10-28,USA
1643,2022-03-18,Canada
1644,2021-01-29,Canada
1645,2021-04-19,Canada
1646,2022-09-02,Australia
1647,2022-12-28,USA
1648,2023-03-16,USA
1649,2021-03-16,Canada
1650,2023-04-18,UK
1651,2021-05-26,Canada
1652,2021-05-08,Australia
1653,2023-05-03,Canada
1654,2021-02-11,Canada
1655,2021-12-22,Australia
1656,2021-02-10,Canada
1657,2021-02-03,USA
1658,2021-01-17,UK
1659,2022-11-08,Canada
1660,2021-06-02,Australia
1661,2022-01-13,UK
1662,2022-08-11,Australia
1663,2022-08-22,UK
1664,2022-09-21,UK
1665,2023-05-24,Canada
1666,2021-12-08,USA
1667,2021-01-27,Canada
1668,2023-04-05,Australia
1669,2021-10-14,Australia
1670,2022-10-08,UK
1671,2023-01-01,UK
1672,2021-06-17,USA
1673,2022-09-02,Canada
1674,2021-09-25,Australia
1675,2023-01-19,UK
1676,2023-04-01,USA
1677,2022-03-31,Australia
1678,2022-11-16,UK
1679,2022-02-05,Australia
1680,2022-04-21,USA
1681,2022-12-03,USA
1682,2022-09-26,Australia
1683,2022-07-12,Canada
1684,2022-07-30,Australia
1685,2021-05-10,UK
1686,2023-04-02,Canada
1687,2021-12-29,UK
1688,2022-12-06,Australia
1689,2023-03-30,Canada
1690,2022-11-24,UK
1691,2021-10-19,Australia
1692,2022-01-06,Australia
1693,2023-03-05,Canada
1694,2021-01-29,Australia
1695,2021-05-29,USA
1696,2023-02-18,UK
1697,2021-10-23,UK
1698,2021-01-11,Australia
1699,2022-05-27,Australia
1700,2022-11-07,USA
1701,2021-04-23,Canada
1702,2021-07-06,Australia
1703,2023-03-18,Australia
1704,2023-01-14,Australia
1705,2021-08-15,Australia
1706,2021-11-06,UK
1707,2021-04-08,Australia
1708,2021-02-24,UK
1709,2022-09-15,Australia
1710,2022-10-26,Canada
1711,2023-01-28,USA
1712,2022-02-10,Canada
1713,2021-03-10,Australia
1714,2021-11-08,Australia
1715,2021-10-16,Australia
1716,2023-02-01,Canada
1717,2022-07-02,Australia
1718,2023-01-21,Canada
1719,2021-05-28,UK
1720,2022-04-12,USA
1721,2023-01-09,USA
1722,2021-09-01,Canada
1723,2022-05-06,UK
1724,2023-04-29,Canada
1725,2022-05-22,UK
1726,2021-12-31,Australia
1727,2022-04-27,UK
1728,2021-07-20,UK
1729,2021-06-03,UK
1730,2022-03-26,USA
1731,2022-05-16,UK
1732,2021-03-14,Australia
1733,2022-12-14,Australia
1734,2021-10-23,Australia
1735,2021-01-17,UK
1736,2022-10-03,Canada
1737,2021-08-05,Canada
1738,2021-03-02,Australia
1739,2022-09-08,USA
1740,2021-02-11,Canada
1741,2021-01-25,UK
1742,2021-02-08,Canada
1743,2023-03-14,Australia
1744,2021-05-11,USA
1745,2022-05-13,Canada
1746,2021-08-17,Canada
1747,2021-04-18,Australia
1748,2021-06-21,USA
1749,2022-03-11,USA
1750,2022-04-23,Australia
1751,2021-04-12,UK
1752,2023-05-16,Canada
1753,2022-06-08,UK
1754,2021-10-02,Canada
1755,2022-09-05,Canada
1756,2021-02-13,UK
1757,2023-03-28,Australia
1758,2021-01-17,Australia
1759,2021-11-26,Canada
1760,2022-07-23,Australia
1761,2023-04-03,Canada
1762,2022-05-12,Australia
1763,2023-03-26,Canada
1764,2021-01-12,Australia
1765,2021-11-14,USA
1766,2022-08-15,UK
1767,2021-08-04,USA
1768,2021-12-05,UK
1769,2023-02-15,UK
1770,2022-10-23,Canada
1771,2021-03-22,UK
1772,2022-12-28,USA
1773,2022-04-30,USA
1774,2022-01-09,Australia
1775,2022-12-11,USA
1776,2021-07-19,Australia
1777,2022-06-21,UK
1778,2022-04-11,USA
1779,2021-03-30,UK
1780,2021-09-25,USA
1781,2022-10-17,USA
1782,2022-07-25,Australia
1783,2022-05-04,UK
1784,2023-05-27,USA
1785,2022-06-22,Canada
1786,2021-02-16,UK
1787,2021-10-15,UK
1788,2023-02-17,UK
1789,2021-01-16,Australia
1790,2022-12-12,Canada
1791,2022-02-05,UK
1792,2023-03-05,USA
1793,2021-03-27,USA
1794,2021-09-07,Australia
1795,2022-01-26,USA
1796,2023-02-21,UK
1797,2021-12-01,USA
1798,2022-09-21,UK
1799,2022-06-03,USA
1800,2021-05-17,Canada
1801,2023-06-02,Australia
1802,2022-11-19,Australia
1803,2023-04-20,Canada
1804,2022-05-13,Canada
1805,2023-04-07,Australia
1806,2022-12-28,Canada
1807,2022-04-22,UK
1808,2022-08-17,USA
1809,2021-08-11,Australia
1810,2022-01-07,Canada
1811,2022-02-06,UK
1812,2022-03-19,Australia
1813,2022-05-05,Canada
1814,2022-09-07,Australia
1815,2021-09-30,Canada
1816,2022-06-10,Australia
1817,2021-06-08,UK
1818,2021-06-01,UK
1819,2022-09-12,USA
1820,2021-07-07,Australia
1821,2023-03-24,USA
1822,2021-04-08,Australia
1823,2021-05-11,Canada
1824,2023-03-16,Canada
1825,2021-06-20,USA
1826,2021-07-02,Australia
1827,2021-12-30,USA
1828,2021-02-08,UK
1829,2022-06-11,USA
1830,2023-06-07,USA
1831,2022-05-12,Canada
1832,2022-05-31,USA
1833,2021-12-15,Australia
1834,2022-02-01,Canada
1835,2022-12-23,USA
1836,2021-06-10,UK
1837,2021-01-16,USA
1838,2022-05-08,USA
1839,2022-03-02,USA
1840,2021-04-18,Canada
1841,2023-06-13,Australia
1842,2022-03-26,UK
1843,2021-11-07,USA
1844,2023-01-09,Australia
1845,2021-06-19,Australia
1846,2022-06-30,Canada
1847,2022-02-18,UK
1848,2021-09-08,Canada
1849,2023-01-29,Australia
1850,2023-02-20,Australia
1851,2021-05-21,Australia
1852,2021-10-01,Canada
1853,2022-02-20,UK
1854,2022-08-31,USA
1855,2023-01-09,Canada
1856,2023-06-10,Australia
1857,2021-02-08,Canada
1858,2023-03-25,Australia
1859,2021-01-29,USA
1860,2022-04-22,USA
1861,2021-11-14,UK
1862,2021-09-02,Australia
1863,2023-01-18,UK
1864,2022-11-28,UK
1865,2021-09-29,USA
1866,2022-03-16,Canada
1867,2023-01-18,Canada
1868,2021-08-27,UK
1869,2022-01-12,USA
1870,2021-09-23,Australia
1871,2021-12-25,Canada
1872,2021-12-06,UK
1873,2022-01-24,Canada
1874,2022-07-31,Canada
1875,2022-11-20,Australia
1876,2021-01-03,USA
1877,2022-03-05,Australia
1878,2021-05-22,USA
1879,2022-01-11,Canada
1880,2022-11-01,UK
1881,2021-11-20,Australia
1882,2021-05-26,USA
1883,2021-10-20,Canada
1884,2022-10-27,USA
1885,2022-03-08,USA
1886,2022-12-06,USA
1887,2022-08-08,Canada
1888,2022-02-03,UK
1889,2023-03-28,UK
1890,2023-06-08,UK
1891,2021-12-10,USA
1892,2021-05-20,Canada
1893,2021-07-06,USA
1894,2023-03-16,UK
1895,2021-03-02,UK
1896,2022-01-15,Canada
1897,2022-12-11,USA
1898,2023-03-18,Australia
1899,2022-03-16,Australia
1900,2021-11-15,UK
1901,2021-10-29,Canada
1902,2021-12-10,USA
1903,2021-01-11,USA
1904,2021-03-03,UK
1905,2023-04-25,UK
1906,2021-08-14,USA
1907,2021-06-02,USA
1908,2022-12-12,UK
1909,2022-07-18,USA
1910,2023-02-11,Australia
1911,2022-07-25,UK
1912,2022-08-07,USA
1913,2022-10-22,UK
1914,2023-05-11,Canada
1915,2022-07-29,UK
1916,2021-11-06,UK
1917,2023-06-04,Canada
1918,2021-08-31,Australia
1919,2022-05-08,USA
1920,2022-01-01,Canada
1921,2021-11-26,UK
1922,2021-04-17,USA
1923,2021-08-14,Canada
1924,2023-04-05,USA
1925,2021-08-06,USA
1926,2023-01-23,Canada
1927,2022-05-21,USA
1928,2021-09-16,Australia
1929,2023-06-07,Canada
1930,2023-02-13,Australia
1931,2022-06-01,UK
1932,2023-02-12,USA
1933,2021-02-23,UK
1934,2021-02-16,UK
1935,2022-12-28,USA
1936,2022-11-20,Canada
1937,2022-06-05,USA
1938,2021-04-09,UK
1939,2021-01-20,UK
1940,2023-06-09,Canada
1941,2023-01-23,USA
1942,2022-07-27,UK
1943,2023-06-10,Australia
1944,2022-05-05,UK
1945,2022-02-23,UK
1946,2022-11-21,Canada
1947,2023-04-30,Australia
1948,2021-03-03,UK
1949,2021-05-25,UK
1950,2021-08-04,Australia
1951,2021-01-03,USA
1952,2021-06-09,USA
1953,2023-01-09,UK
1954,2023-02-20,UK
1955,2021-04-30,USA
1956,2023-06-12,Canada
1957,2021-03-30,Australia
1958,2021-11-25,Australia
1959,2022-08-03,Canada
1960,2021-12-23,Canada
1961,2022-09-02,Canada
1962,2021-09-24,Canada
1963,2022-09-09,Canada
1964,2021-11-19,Canada
1965,2022-09-27,Australia
1966,2022-06-25,Canada
1967,2022-10-11,USA
1968,2021-07-14,Canada
1969,2023-01-08,Canada
1970,2021-11-28,Australia
1971,2021-06-19,Australia
1972,2022-06-05,Canada
1973,2022-04-08,Australia
1974,2021-02-09,UK
1975,2022-06-21,Australia
1976,2021-09-18,Australia
1977,2022-01-30,Australia
1978,2021-08-14,Australia
1979,2021-05-04,USA
1980,2021-02-07,USA
1981,2021-11-24,USA
1982,2021-09-08,Canada
1983,2021-06-25,Canada
1984,2022-08-25,UK
1985,2022-03-30,USA
1986,2021-02-06,Canada
1987,2021-11-12,Australia
1988,2022-11-19,Australia
1989,2023-03-07,USA
1990,2022-08-16,UK
1991,2021-04-24,UK
1992,2021-02-09,Australia
1993,2021-10-28,UK
1994,2021-08-12,USA
1995,2021-11-14,Australia
1996,2021-12-15,Canada
1997,2021-04-25,Canada
1998,2022-11-29,UK
1999,2021-11-19,Australia
2000,2022-07-22,Australia
2001,2021-02-09,Canada
2002,2023-05-16,Australia
2003,2021-02-09,Australia
2004,2023-05-09,Australia
2005,2023-01-19,UK
2006,2021-10-16,Australia
2007,2021-09-19,USA
2008,2021-08-04,UK
2009,2021-05-27,Australia
2010,2021-12-02,Australia
2011,2021-06-17,USA
2012,2021-04-02,UK
2013,2021-12-19,Canada
2014,2022-07-25,Canada
2015,2022-07-25,UK
2016,2023-03-27,Australia
2017,2022-11-12,Australia
2018,2023-02-20,Canada
2019,2021-12-29,Canada
2020,2022-07-11,Canada
2021,2021-12-11,USA
2022,2022-11-24,Canada
2023,2021-06-19,USA
2024,2021-12-22,UK
2025,2021-07-10,Australia
2026,2022-10-29,Canada
2027,2022-02-26,Australia
2028,2022-12-01,Australia
2029,2021-01-07,Canada
2030,2021-05-13,Canada
2031,2023-01-17,UK
2032,2022-07-11,USA
2033,2023-04-06,USA
2034,2023-01-31,Australia
2035,2021-01-31,Canada
2036,2022-06-19,UK
2037,2022-03-02,UK
2038,2022-01-29,UK
2039,2022-11-03,UK
2040,2021-12-29,UK
2041,2022-03-13,USA
2042,2022-11-01,USA
2043,2022-07-05,USA
2044,2021-03-23,Canada
2045,2021-12-22,Australia
2046,2021-09-15,UK
2047,2022-12-19,Canada
2048,2022-08-12,UK
2049,2022-06-08,USA
2050,2021-10-22,Canada
2051,2021-08-12,USA
2052,2022-06-09,UK
2053,2021-02-15,UK
2054,2022-10-29,Australia
2055,2021-04-23,UK
2056,2021-08-21,USA
2057,2021-01-17,UK
2058,2021-12-26,Australia
2059,2021-08-11,Australia
2060,2023-05-16,USA
2061,2022-12-01,Canada
2062,2022-03-24,UK
2063,2023-05-06,Australia
2064,2021-12-31,UK
2065,2022-11-06,UK
2066,2021-11-22,Canada
2067,2022-04-12,Australia
2068,2022-02-18,UK
2069,2022-03-31,Australia
2070,2022-08-09,USA
2071,2021-08-21,USA
2072,2021-08-12,UK
2073,2023-04-11,Australia
2074,2022-02-16,UK
2075,2022-07-26,Australia
2076,2021-12-01,Australia
2077,2021-08-10,Canada
2078,2021-02-06,Canada
2079,2021-10-05,Canada
2080,2021-07-15,UK
2081,2023-05-14,Canada
2082,2022-04-29,Canada
2083,2021-08-30,USA
2084,2021-11-20,Australia
2085,2023-01-01,Australia
2086,2021-07-11,Canada
2087,2021-01-17,Australia
2088,2022-06-08,USA
2089,2022-02-05,USA
2090,2023-06-05,Canada
2091,2022-12-06,USA
2092,2021-01-22,Australia
2093,2022-04-19,UK
2094,2021-04-30,Australia
2095,2021-07-29,UK
2096,2021-11-02,Canada
2097,2021-09-27,UK
2098,2022-12-05,USA
2099,2022-11-18,Australia
2100,2021-10-12,UK
2101,2022-12-17,Australia
2102,2022-11-07,Canada
2103,2023-02-02,Canada
2104,2021-08-15,USA
2105,2022-01-16,Canada
2106,2022-04-05,UK
2107,2021-01-07,Canada
2108,2021-01-29,USA
2109,2021-02-02,Australia
2110,2022-10-08,Australia
2111,2023-05-29,Canada
2112,2021-03-20,UK
2113,2022-04-04,USA
2114,2022-07-24,UK
2115,2022-06-22,USA
2116,2022-04-27,Canada
2117,2022-03-06,USA
2118,2023-01-08,USA
2119,2021-10-12,Canada
2120,2022-05-31,UK
2121,2021-04-09,Canada
2122,2022-02-01,USA
2123,2022-05-04,Canada
2124,2021-02-08,USA
2125,2021-09-28,Canada
2126,2023-06-06,Australia
2127,2023-03-08,Australia
2128,2021-06-06,Canada
2129,2021-03-16,UK
2130,2023-06-03,USA
2131,2023-03-11,Australia
2132,2021-05-10,UK
2133,2022-11-18,USA
2134,2021-03-25,Australia
2135,2021-01-22,Australia
2136,2022-04-04,Canada
2137,2022-06-23,USA
2138,2022-12-08,UK
2139,2023-04-29,UK
2140,2022-01-17,UK
2141,2023-01-18,USA
2142,2022-03-16,UK
2143,2022-08-27,UK
